,Chart_Date,value,key
,11/12/2019,0.345,q1_val
,11/13/2019,0.34575,q1_val
,11/14/2019,0.33975,q1_val
,11/15/2019,0.33975,q1_val
,11/16/2019,0.33975,q1_val
,11/17/2019,0.33975,q1_val
,11/18/2019,0.33525,q1_val
,11/19/2019,0.333,q1_val
,11/20/2019,0.332,q1_val
,11/21/2019,0.333,q1_val
,11/22/2019,0.3285,q1_val
,11/23/2019,0.332,q1_val
,11/24/2019,0.319,q1_val
,11/25/2019,0.30775,q1_val
,11/26/2019,0.31275,q1_val
,11/27/2019,0.2945,q1_val
,11/28/2019,0.31275,q1_val
,11/29/2019,0.3255,q1_val
,11/30/2019,0.31275,q1_val
,12/1/2019,0.319,q1_val
,12/2/2019,0.30875,q1_val
,12/3/2019,0.30875,q1_val
,12/4/2019,0.298,q1_val
,12/5/2019,0.3225,q1_val
,12/6/2019,0.28925,q1_val
,12/7/2019,0.332,q1_val
,12/8/2019,0.3285,q1_val
,12/9/2019,0.31125,q1_val
,12/10/2019,0.321,q1_val
,12/11/2019,0.3145,q1_val
,12/12/2019,0.3255,q1_val
,12/13/2019,0.321,q1_val
,12/14/2019,0.33125,q1_val
,12/15/2019,0.33125,q1_val
,12/16/2019,0.33525,q1_val
,12/17/2019,0.33275,q1_val
,12/18/2019,0.329,q1_val
,12/19/2019,0.33275,q1_val
,12/20/2019,0.33975,q1_val
,12/21/2019,0.33975,q1_val
,12/22/2019,0.339,q1_val
,12/23/2019,0.341,q1_val
,12/24/2019,0.3255,q1_val
,12/25/2019,0.33725,q1_val
,12/26/2019,0.321,q1_val
,12/27/2019,0.294,q1_val
,12/28/2019,0.28925,q1_val
,12/29/2019,0.2835,q1_val
,12/30/2019,0.294,q1_val
,12/31/2019,0.28925,q1_val
,1/1/2020,0.4675,median_val
,1/2/2020,0.434,median_val
,1/3/2020,0.43,median_val
,1/4/2020,0.438,median_val
,1/5/2020,0.4425,median_val
,1/6/2020,0.438,median_val
,1/7/2020,0.438,median_val
,1/8/2020,0.446,median_val
,1/9/2020,0.446,median_val
,1/10/2020,0.4585,median_val
,1/11/2020,0.4615,median_val
,1/12/2020,0.4535,median_val
,1/13/2020,0.446,median_val
,1/14/2020,0.448,median_val
,1/15/2020,0.448,median_val
,1/16/2020,0.448,median_val
,1/17/2020,0.4535,median_val
,1/18/2020,0.4535,median_val
,1/19/2020,0.4535,median_val
,1/20/2020,0.446,median_val
,1/21/2020,0.43,median_val
,1/22/2020,0.438,median_val
,1/23/2020,0.4425,median_val
,1/24/2020,0.448,median_val
,1/25/2020,0.4585,median_val
,1/26/2020,0.4585,median_val
,1/27/2020,0.4425,median_val
,1/28/2020,0.446,median_val
,1/29/2020,0.446,median_val
,1/30/2020,0.4405,median_val
,1/31/2020,0.438,median_val
,2/1/2020,0.4585,median_val
,2/2/2020,0.455,median_val
,2/3/2020,0.457,median_val
,2/4/2020,0.448,median_val
,2/5/2020,0.455,median_val
,2/6/2020,0.4515,median_val
,2/7/2020,0.4585,median_val
